PropertyID,Category,Price,area,Rate/sqft,Posted Date
197484,Apartment,21500000,1549.0 sq.ft.,13879,2024-11-22
188525,Apartment,20500000,1584.0 sq.ft.,12941,2024-09-27
219364,Apartment,14900000,1159.0 sq.ft.,12855,2024-09-27
169461,Apartment,21000000,1642.0 sq.ft.,12789,2025-04-30
188710,Other,16000000,1139.0 sq.ft. | 640.0 sq.ft.,25000,2024-09-14
189001,Other,15223000,1171.0 sq.ft. | 647.84 sq.ft.,23498,2024-08-27
193505,Apartment,17790500,1547.0 sq.ft.,11500,2024-11-18
152391,Apartment,16341900,1159.0 sq.ft. | 628.66 sq.ft.,14100,2025-03-11
143751,Apartment,18400000,1518.0 sq.ft.,11817,2025-01-23
147349,Other,20822000,1436.0 sq.ft. | 1050.0 sq.ft.,14500,2024-12-16
206442,Apartment,17300000,1193.0 sq.ft.,14501,2024-11-22
220461,Apartment,19800000,1528.0 sq.ft.,14397,2024-08-09
112686,Apartment,18995400,1557.0 sq.ft. | 1090.0 sq.ft.,12200,2025-03-17
44793,Apartment,15646500,1159.0 sq.ft. | 650.0 sq.ft.,13500,2025-04-17
23118,Other,17500000,1171.0 sq.ft. | 747.0 sq.ft.,14944,2025-04-25
188832,Apartment,19700000,1336.0 sq.ft.,14000,2024-09-11
85767,Other,15000000,1138.0 sq.ft.,13181,2025-03-02
197377,Other,18800000,1560.0 sq.ft.,12051,2024-10-08
203145,Other,16500000,1534.0 sq.ft. | 1430.0 sq.ft.,10756,2024-11-16
45355,Apartment,17000000,1138.0 sq.ft.,14938,2025-04-28
198692,Apartment,15500000,1159.0 sq.ft.,13373,2024-11-16
197729,Apartment,14202500,1235.0 sq.ft.,11500,2024-11-18
206443,Apartment,17400000,1193.0 sq.ft.,14585,2024-11-22
146778,Apartment,14500000,1160.0 sq.ft.,12500,2025-01-19
139892,Apartment,18000000,1518.0 sq.ft.,11857,2025-02-01
139893,Apartment,14000000,1193.0 sq.ft.,11735,2025-02-01
144941,Apartment,19182800,1547.0 sq.ft. | 1100.0 sq.ft.,17438,2024-12-20
189242,Other,16900000,1138.0 sq.ft.,14850,2024-08-13
100294,Apartment,22800000,1518.0 sq.ft.,15020,2025-03-02
161951,Other,17000000,1543.0 sq.ft.,11017,2025-02-01
189324,Other,23000000,1518.0 sq.ft.,15151,2024-08-10
200352,Other,16800000,1642.0 sq.ft.,10231,2024-10-20
190055,Apartment,18000000,1674.0 sq.ft. | 1400.0 sq.ft.,10752,2024-10-22
60121,Apartment,20000000,1557.0 sq.ft.,12845,2025-03-11
190998,Apartment,20000000,928.0 sq.ft.,21551,2024-10-21
189511,Other,20000000,1518.0 sq.ft.,13175,2024-11-03
187483,Apartment,21000000,1660.0 sq.ft.,12650,2024-11-13
141316,Apartment,18200000,1557.0 sq.ft.,11689,2025-03-29
161021,Apartment,20037600,1518.0 sq.ft.,13200,2025-01-31
134750,Apartment,23500000,1547.0 sq.ft. | 1200.0 sq.ft.,15190,2025-05-01
200882,Apartment,18000000,1557.0 sq.ft.,11560,2024-11-15
91077,Apartment,15000000,1171.0 sq.ft.,12809,2025-02-22
108704,Apartment,18682443,1557.0 sq.ft. | 1090.0 sq.ft.,11999,2025-03-19
88140,Apartment,19500000,1560.0 sq.ft.,12500,2025-02-11
89458,Apartment,14500000,1138.0 sq.ft.,12741,2025-03-02
57389,Apartment,22500000,1557.0 sq.ft.,14450,2025-04-01
183335,Other,25000000,1518.0 sq.ft.,16469,2025-04-24
83089,Apartment,24000000,1528.0 sq.ft.,15706,2025-04-01
165531,Apartment,17405870,1193.0 sq.ft.,14590,2025-03-06
180851,Apartment,16000000,1150.0 sq.ft.,13913,2024-09-22
191711,Other,15538757,1176.0 sq.ft.,13213,2024-10-13
146364,Other,20000000,1235.0 sq.ft.,16194,2025-02-01
136071,Other,17300000,1336.0 sq.ft. | 737.0 sq.ft.,12949,2025-02-05
142698,Apartment,22700000,1518.0 sq.ft.,14953,2025-01-24
91513,Other,30000000,1528.0 sq.ft.,19633,2025-03-01
111744,Apartment,18700000,1557.0 sq.ft. | 1090.0 sq.ft.,12010,2025-03-17
189171,Apartment,20500000,1518.0 sq.ft. | 1200.0 sq.ft. | 861.0 sq.ft.,13504,2024-08-18
192140,Apartment,21384000,1584.0 sq.ft.,13500,2024-11-07
143528,Apartment,23200000,1534.0 sq.ft.,15123,2025-01-28
50097,Other,14000000,1156.0 sq.ft.,12110,2025-03-31
192109,Apartment,18975000,1518.0 sq.ft.,12500,2024-11-20
140254,Other,16500000,1250.0 sq.ft. | 900.0 sq.ft.,13200,2025-01-19
192522,Other,65747484,3234.0 sq.ft.,20330,2025-04-09
190958,Other,21000000,1600.0 sq.ft. | 1200.0 sq.ft.,13125,2024-11-08
189945,Apartment,18900000,1390.0 sq.ft.,13597,2024-11-11
139216,Other,16000000,1200.0 sq.ft. | 890.0 sq.ft.,13333,2025-01-19
158759,Apartment,16000000,1159.0 sq.ft. | 850.0 sq.ft.,13805,2025-04-03
3940,Apartment,23000000,1518.0 sq.ft.,15151,2025-04-09
194238,Apartment,26000000,1673.0 sq.ft. | 1304.0 sq.ft.,15540,2024-10-18
190730,Other,22000000,1597.0 sq.ft. | 1357.0 sq.ft. | 1118.0 sq.ft.,13775,2024-10-01
210505,Other,19100000,1530.0 sq.ft.,12483,2024-11-21
216553,Apartment,15500000,1431.0 sq.ft.,10831,2024-10-04
86757,Apartment,20000000,1518.0 sq.ft.,13175,2025-02-27
89182,Apartment,17000000,1235.0 sq.ft.,13765,2025-02-13
188769,Other,21500000,1646.0 sq.ft.,13061,2024-09-08
191198,Other,16300000,1193.0 sq.ft. | 894.0 sq.ft.,13663,2024-10-04
212990,Other,14500000,1171.0 sq.ft.,12382,2024-10-04
23053,Apartment,19075000,1557.0 sq.ft. | 1090.0 sq.ft.,12251,2025-03-19
187406,Other,14000000,1159.0 sq.ft.,12079,2024-11-17
11301,Apartment,13000000,2000.0 sq.ft. | 1750.0 sq.ft. | 1138.0 sq.ft.,6500,2025-03-21
22983,Apartment,19228950,1557.0 sq.ft. | 1090.0 sq.ft.,12350,2025-03-19
136896,Other,18100000,1336.0 sq.ft.,13547,2025-01-28
60156,Apartment,17000007,1488.0 sq.ft.,11424,2025-04-07
162327,Other,15000000,1193.0 sq.ft.,12573,2025-01-23
60208,Apartment,17900000,1557.0 sq.ft.,11496,2025-04-07
202969,Plot,22000000,1646.0 sq.ft.,13365,2025-04-01
86542,Other,19008000,1584.0 sq.ft.,12000,2025-02-12
17870,Other,16000000,1138.0 sq.ft.,14059,2025-04-28
8318,Other,22083600,1673.0 sq.ft. | 1175.0 sq.ft.,13200,2025-04-11
147787,Other,22500000,1552.0 sq.ft.,14497,2025-03-23
145668,Apartment,17200000,1193.0 sq.ft. | 1050.0 sq.ft. | 950.0 sq.ft.,14417,2025-02-05
192763,Apartment,20223000,1498.0 sq.ft. | 1168.0 sq.ft.,17314,2024-10-17
219448,Other,13500000,1257.0 sq.ft.,10739,2024-09-22
209438,Other,15570000,1557.0 sq.ft.,10000,2024-11-21
219640,Other,20000000,1673.0 sq.ft.,11954,2024-09-15
207937,Apartment,19000000,1518.0 sq.ft. | 1450.0 sq.ft. | 1200.0 sq.ft.,12516,2025-04-30
161825,Apartment,19200000,1547.0 sq.ft.,12411,2025-03-06
59377,Apartment,15620000,1420.0 sq.ft.,11000,2025-04-07
90960,Apartment,17500000,1560.0 sq.ft. | 1310.0 sq.ft.,11217,2025-03-03
155189,Apartment,20241000,1557.0 sq.ft.,13000,2025-01-31
197105,Apartment,19734000,1518.0 sq.ft. | 1350.0 sq.ft. | 1200.0 sq.ft.,13000,2024-10-09
144680,Apartment,13000000,1120.0 sq.ft. | 900.0 sq.ft.,11607,2025-01-29
194246,Apartment,45300000,2400.0 sq.ft.,18875,2024-10-16
140990,Other,16950000,1235.0 sq.ft. | 1050.0 sq.ft. | 865.0 sq.ft.,13724,2025-02-03
198693,Apartment,21039200,1547.0 sq.ft.,13600,2024-11-16
199677,Apartment,18500000,1549.0 sq.ft.,11943,2024-11-25
87537,Apartment,20241000,1557.0 sq.ft.,13000,2025-02-12
194067,Other,18336000,1528.0 sq.ft.,12000,2025-05-02
198724,Apartment,19500000,1436.0 sq.ft.,13579,2024-10-03
190731,Other,16950000,1235.0 sq.ft. | 1050.0 sq.ft. | 865.0 sq.ft.,13724,2024-10-01
50459,Apartment,19500000,1620.0 sq.ft. | 1250.0 sq.ft.,12037,2025-03-09
51072,Apartment,18500000,1547.0 sq.ft.,11958,2025-03-17
144952,Other,19711200,1528.0 sq.ft. | 869.19 sq.ft.,12900,2025-02-01
100339,Apartment,13428400,1138.0 sq.ft.,11800,2025-02-24
206338,Apartment,17000000,1213.0 sq.ft.,14014,2025-04-04
108708,Other,19462500,1557.0 sq.ft. | 1090.0 sq.ft.,12500,2025-03-19
198805,Apartment,16000000,1300.0 sq.ft. | 1100.0 sq.ft. | 850.0 sq.ft.,18823,2024-11-04
218567,Apartment,21500000,1557.0 sq.ft. | 1487.0 sq.ft. | 1200.0 sq.ft.,13808,2024-10-09
109184,Apartment,19384650,1557.0 sq.ft. | 1090.0 sq.ft.,12450,2025-03-19
191247,Plot,23003750,1673.0 sq.ft. | 1304.0 sq.ft.,13750,2024-10-27
141406,Apartment,17900000,1556.0 sq.ft.,11503,2025-03-29
143811,Apartment,21000000,1555.0 sq.ft. | 1050.0 sq.ft.,13504,2025-01-21
193507,Other,14900000,1193.0 sq.ft.,12489,2024-11-16
189173,Apartment,21000000,1557.0 sq.ft.,13487,2024-08-18
143810,Apartment,15500000,1159.0 sq.ft. | 850.0 sq.ft.,13373,2025-01-21
212991,Other,15223000,1171.0 sq.ft.,13000,2024-10-04
156548,Apartment,13200000,1138.0 sq.ft.,11599,2025-01-23
188835,Plot,19734000,1518.0 sq.ft.,13000,2024-09-11
136824,Other,14650000,1171.0 sq.ft.,12510,2025-01-08
87970,Apartment,18500000,1350.0 sq.ft.,13703,2025-01-09
201262,Other,30000000,1528.0 sq.ft.,19633,2024-10-24
146365,Other,16500000,1576.0 sq.ft.,10469,2025-02-01
140991,Other,15950000,1159.0 sq.ft. | 985.0 sq.ft. | 811.0 sq.ft.,13761,2025-02-03
203146,Other,12850000,1193.0 sq.ft. | 1050.0 sq.ft.,12238,2024-11-16
196888,Apartment,21492000,1592.0 sq.ft. | 1241.0 sq.ft.,13500,2024-10-19
163696,Apartment,21000000,1518.0 sq.ft.,13833,2024-12-12
230160,Other,21019500,1557.0 sq.ft.,13500,2024-12-19
86571,Other,20800000,1660.0 sq.ft. | 937.39 sq.ft.,12530,2025-02-10
101575,Other,22500000,1584.0 sq.ft. | 886.0 sq.ft.,14205,2025-02-08
200881,Other,19700000,1648.0 sq.ft.,11953,2024-11-15
136433,Other,19000000,1277.0 sq.ft.,14878,2025-04-19
143529,Apartment,13600000,1053.0 sq.ft.,12915,2025-01-28
209440,Other,15570000,1557.0 sq.ft.,10000,2024-11-21
216340,Apartment,16000000,1193.0 sq.ft.,13411,2024-10-03
219903,Other,20111000,1547.0 sq.ft.,13000,2024-08-25
59138,Apartment,16200006,1420.0 sq.ft.,11408,2025-04-07
199599,Apartment,19100000,1528.0 sq.ft. | 1250.0 sq.ft.,12500,2024-10-05
51103,Apartment,16000000,1494.0 sq.ft. | 1193.0 sq.ft.,10709,2025-03-11
136322,Other,20000000,1557.0 sq.ft.,12845,2025-01-26
190732,Other,15950000,1159.0 sq.ft. | 985.0 sq.ft. | 811.0 sq.ft.,13761,2024-10-01
1594,Other,22000000,2000.0 sq.ft. | 1530.0 sq.ft. | 1100.0 sq.ft.,20000,2025-04-15
196250,Apartment,25000000,1660.0 sq.ft.,15060,2024-11-07
139221,Other,18900000,1450.0 sq.ft. | 1100.0 sq.ft.,13034,2025-01-19
18674,Apartment,17500000,1545.0 sq.ft.,11326,2025-03-30
90470,Apartment,14500000,1193.0 sq.ft.,12154,2025-02-20
211571,Other,17760600,1518.0 sq.ft. | 1350.0 sq.ft. | 1200.0 sq.ft.,11700,2024-10-05
57196,Other,22500000,1200.0 sq.ft. | 1100.0 sq.ft.,18750,2025-03-26
50701,Apartment,26000000,1673.0 sq.ft. | 1304.0 sq.ft.,15540,2025-03-26
96652,Apartment,17608800,1518.0 sq.ft.,11600,2025-02-17
111743,Apartment,18839700,1557.0 sq.ft. | 1090.0 sq.ft.,12100,2025-03-17
50109,Apartment,21500000,1557.0 sq.ft.,13808,2025-03-10
161010,Other,15600000,1200.0 sq.ft.,13000,2025-01-31
202970,Other,14100000,1138.0 sq.ft. | 1020.0 sq.ft.,12390,2024-11-24
147351,Other,15565500,1153.0 sq.ft. | 850.0 sq.ft.,13500,2024-12-15
211964,Apartment,21300000,1666.0 sq.ft. | 1248.0 sq.ft.,12785,2024-11-24
189628,Apartment,14650000,1172.0 sq.ft.,12500,2025-03-27
149437,Apartment,22500000,1660.0 sq.ft.,13554,2025-03-29
188515,Apartment,14951100,1159.0 sq.ft.,12900,2024-09-22
183990,Apartment,18500000,1528.0 sq.ft.,12107,2025-05-03
21705,Other,14500000,1297.0 sq.ft. | 1172.0 sq.ft.,11179,2025-03-07
23328,Apartment,19151100,1557.0 sq.ft. | 1090.0 sq.ft.,12300,2025-03-19
187435,Apartment,22500000,1660.0 sq.ft.,13554,2024-11-13
56824,Apartment,20000000,1235.0 sq.ft.,16194,2025-04-01
4927,Apartment,18000000,1595.0 sq.ft.,11285,2025-04-03
101375,Apartment,23500000,1642.0 sq.ft.,14311,2025-02-16
86878,Apartment,22500000,1547.0 sq.ft. | 1250.0 sq.ft.,14544,2025-02-07
219931,Apartment,21000000,1648.0 sq.ft.,12742,2024-08-27
151540,Apartment,14900000,1193.0 sq.ft.,12489,2024-12-20
136381,Other,16072500,1235.0 sq.ft.,13500,2025-01-24
188986,Plot,22500000,1647.0 sq.ft.,13652,2024-08-27
188244,Plot,22000000,1646.0 sq.ft.,13365,2024-10-07
138747,Apartment,16000000,1100.0 sq.ft.,14545,2025-01-07
198308,Other,15570000,1557.0 sq.ft.,10000,2024-11-21
198639,Apartment,22600000,1700.0 sq.ft. | 1542.0 sq.ft.,14656,2024-11-20
208288,Apartment,18400000,1528.0 sq.ft.,12761,2025-04-01
171395,Apartment,22680000,1620.0 sq.ft.,14000,2025-04-29
190284,Apartment,3300000,745.51 sq.ft. | 700.0 sq.ft. | 650.0 sq.ft.,4426,2025-04-11
194887,Apartment,39500000,2282.0 sq.ft.,17309,2024-09-28
202075,Apartment,25000000,1595.0 sq.ft. | 1550.0 sq.ft. | 1500.0 sq.ft.,15673,2024-11-23
83545,Apartment,20900000,1270.0 sq.ft.,16456,2025-03-25
140876,Apartment,19000000,2600.0 sq.ft.,7307,2025-01-24
218643,Apartment,27900000,2700.0 sq.ft.,10333,2024-10-07
138094,Apartment,29900000,1500.0 sq.ft. | 1380.0 sq.ft.,19933,2025-01-29
152647,Apartment,75800000,3785.0 sq.ft.,20026,2024-12-30
156582,Apartment,41530500,2517.0 sq.ft.,16500,2025-01-23
191380,Apartment,43500000,2342.0 sq.ft.,18573,2024-10-02
162844,Penthouse,68000000,3677.0 sq.ft. | 2790.0 sq.ft.,18493,2025-03-28
100941,Apartment,35000000,2130.0 sq.ft.,16432,2025-02-25
219967,Apartment,3500000,850.0 sq.ft.,4117,2024-08-19
139841,Apartment,67528000,2936.0 sq.ft. | 2211.0 sq.ft.,23000,2024-12-26
40048,Apartment,13000000,1600.0 sq.ft. | 1300.0 sq.ft.,10000,2025-03-18
77689,Apartment,12900000,1560.0 sq.ft. | 1320.0 sq.ft. | 1120.0 sq.ft.,8269,2025-04-05
193925,Other,20000002,1611.0 sq.ft.,12414,2024-11-14
149251,Apartment,42000000,5500.0 sq.ft. | 4500.0 sq.ft.,7636,2025-02-02
211843,Other,6000000,1255.0 sq.ft. | 1200.0 sq.ft. | 1125.0 sq.ft.,4781,2024-11-21
149944,Apartment,19364000,940.0 sq.ft. | 630.0 sq.ft.,20600,2025-01-04
101233,Apartment,12000000,1275.0 sq.ft.,9411,2025-02-09
189840,Other,35000000,1660.0 sq.ft.,21084,2024-10-27
184199,Apartment,29000000,1680.0 sq.ft.,17261,2025-03-07
10292,Apartment,46801160,2833.0 sq.ft.,16520,2025-03-21
200311,Apartment,31000000,1600.0 sq.ft.,19375,2025-04-02
92873,Apartment,25000000,2150.0 sq.ft.,11627,2025-03-03
199814,Apartment,60300000,2642.0 sq.ft.,22823,2024-10-22
101005,Apartment,6500000,900.0 sq.ft. | 660.0 sq.ft.,6667,2025-02-06
154909,Apartment,45870000,2780.0 sq.ft. | 2550.0 sq.ft. | 2320.0 sq.ft.,16500,2025-01-14
90187,Apartment,100000000,4223.0 sq.ft. | 2900.0 sq.ft.,23679,2025-02-27
159690,Other,41000000,3200.0 sq.ft.,12812,2024-12-25
192506,Penthouse,40000000,4100.0 sq.ft. | 3500.0 sq.ft.,9756,2024-10-06
148710,Apartment,33000000,2600.0 sq.ft.,12692,2024-12-09
148144,Other,28500000,2600.0 sq.ft. | 2450.0 sq.ft.,10961,2024-12-25
211287,Apartment,45000000,3600.0 sq.ft.,12500,2024-10-08
208483,Other,33500000,2400.0 sq.ft.,13958,2024-10-10
195906,Apartment,33000000,2600.0 sq.ft.,12692,2024-10-08
189121,Other,33500000,2400.0 sq.ft. | 2000.0 sq.ft.,13958,2024-08-29
159771,Apartment,45000000,3600.0 sq.ft.,12500,2024-12-09
136576,Apartment,42500000,3150.0 sq.ft. | 2584.0 sq.ft.,13492,2025-03-28
181404,Apartment,25400000,2150.0 sq.ft. | 1797.0 sq.ft.,11813,2024-11-09
155107,Apartment,25000000,2150.0 sq.ft. | 1797.0 sq.ft.,11627,2025-01-31
99236,Apartment,21500000,1750.0 sq.ft. | 1466.0 sq.ft.,12285,2025-02-21
82021,Apartment,24200000,2150.0 sq.ft. | 1797.0 sq.ft.,11255,2025-04-12
135057,Apartment,21000000,1750.0 sq.ft. | 1466.0 sq.ft.,12000,2025-01-25
175646,Apartment,23600000,2150.0 sq.ft. | 1797.0 sq.ft. | 1545.0 sq.ft.,10976,2025-04-03
183904,Apartment,21000000,1750.0 sq.ft. | 1466.0 sq.ft.,12000,2024-11-26
181840,Apartment,23900000,2150.0 sq.ft. | 1797.0 sq.ft.,11116,2024-10-07
213274,Apartment,25000000,2150.0 sq.ft. | 1797.0 sq.ft. | 1700.0 sq.ft.,11627,2024-10-02
107805,Apartment,24000000,2150.0 sq.ft. | 1797.0 sq.ft.,11162,2025-04-07
163853,Apartment,24000000,2150.0 sq.ft. | 1797.0 sq.ft. | 1567.0 sq.ft.,11162,2025-04-22
185481,Apartment,31000000,3150.0 sq.ft. | 2584.0 sq.ft. | 2131.0 sq.ft.,9841,2024-11-05
128767,Apartment,21500000,1750.0 sq.ft. | 1466.0 sq.ft.,12285,2025-04-02
211759,Other,43500000,3150.0 sq.ft. | 2584.0 sq.ft. | 1857.0 sq.ft.,13809,2025-03-11
153541,Apartment,20000000,1750.0 sq.ft.,11428,2025-01-27
85726,Apartment,21400000,1750.0 sq.ft. | 1466.0 sq.ft.,12228,2025-02-27
160531,Apartment,26000000,2150.0 sq.ft. | 1797.0 sq.ft.,12093,2025-01-27
136275,Apartment,23500000,2150.0 sq.ft. | 1797.0 sq.ft. | 1550.0 sq.ft.,10930,2024-12-30
153545,Apartment,23500000,2150.0 sq.ft.,10930,2025-01-27
133558,Apartment,21500000,1750.0 sq.ft. | 1466.0 sq.ft.,12285,2025-02-04
181752,Apartment,24500000,2150.0 sq.ft. | 1797.0 sq.ft.,11395,2024-11-19
162237,Apartment,23000000,2150.0 sq.ft. | 1797.0 sq.ft. | 1567.0 sq.ft.,10697,2025-01-23
160568,Apartment,21499999,1750.0 sq.ft. | 1466.0 sq.ft.,12285,2025-01-30
55001,Apartment,24500000,2150.0 sq.ft. | 1797.0 sq.ft.,12093,2025-05-03
182014,Apartment,29000000,2585.0 sq.ft. | 2100.0 sq.ft.,11218,2024-11-25
135891,Apartment,21000000,1750.0 sq.ft. | 1466.0 sq.ft.,12000,2025-02-05
156286,Other,26100000,2150.0 sq.ft.,12139,2025-01-05
66377,Apartment,29200000,2585.0 sq.ft.,11295,2025-03-07
146343,Apartment,32000000,2585.0 sq.ft. | 1800.0 sq.ft.,12379,2025-04-25
141080,Apartment,42000000,3150.0 sq.ft. | 2584.0 sq.ft.,13333,2025-01-25
182184,Apartment,30500000,2585.0 sq.ft. | 2100.0 sq.ft.,11798,2024-11-09
87039,Apartment,31000000,2585.0 sq.ft. | 2100.0 sq.ft.,11992,2025-04-10
202991,Apartment,26500000,2150.0 sq.ft. | 1797.0 sq.ft.,12325,2024-11-22
84054,Apartment,32000000,2585.0 sq.ft. | 2100.0 sq.ft.,12379,2025-02-10
87930,Other,25000000,2150.0 sq.ft. | 1797.0 sq.ft.,11627,2025-03-01
141993,Apartment,20000000,1750.0 sq.ft. | 1466.0 sq.ft. | 1250.0 sq.ft.,11428,2025-04-23
214091,Apartment,34500000,3150.0 sq.ft.,10952,2024-10-05
133390,Apartment,20500000,1750.0 sq.ft. | 1466.0 sq.ft.,11714,2025-01-03
187030,Apartment,24500000,2150.0 sq.ft. | 1797.0 sq.ft.,11395,2024-10-11
207879,Apartment,19500000,1750.0 sq.ft. | 1466.0 sq.ft. | 1297.0 sq.ft.,11142,2024-11-16
183239,Apartment,18500000,1750.0 sq.ft.,10571,2024-10-19
99289,Apartment,32000000,2585.0 sq.ft. | 2100.0 sq.ft. | 1789.0 sq.ft.,12379,2025-02-14
30971,Other,34000000,2585.0 sq.ft. | 2100.0 sq.ft.,12185,2025-04-04
48589,Apartment,29500000,2585.0 sq.ft. | 2100.0 sq.ft.,11411,2025-04-16
196852,Apartment,21000000,1750.0 sq.ft. | 1466.0 sq.ft.,12000,2024-11-25
196486,Apartment,23200000,2150.0 sq.ft. | 2050.0 sq.ft. | 1950.0 sq.ft.,10790,2024-11-07
163566,Apartment,20500000,1750.0 sq.ft. | 1466.0 sq.ft. | 1231.0 sq.ft.,11714,2025-04-22
186127,Apartment,19000000,1750.0 sq.ft. | 1466.0 sq.ft.,10857,2024-10-11
99808,Apartment,21000000,1750.0 sq.ft.,12000,2025-02-11
84280,Apartment,25000000,2150.0 sq.ft. | 1797.0 sq.ft.,11627,2025-02-14
133403,Other,20000000,1750.0 sq.ft. | 1466.0 sq.ft.,11428,2025-01-28
86523,Apartment,43500000,3150.0 sq.ft. | 2585.0 sq.ft. | 2020.0 sq.ft.,13809,2025-02-17
118769,Apartment,41000000,3150.0 sq.ft. | 2584.0 sq.ft.,13015,2025-04-24
187824,Apartment,23500000,2150.0 sq.ft. | 1797.0 sq.ft.,10697,2024-10-23
134797,Apartment,25500000,2150.0 sq.ft. | 1797.0 sq.ft.,11860,2024-12-17
214778,Apartment,19000000,1750.0 sq.ft. | 1466.0 sq.ft. | 1321.0 sq.ft.,10857,2024-10-22
108125,Apartment,21000000,1750.0 sq.ft. | 1466.0 sq.ft.,12000,2025-03-27
193430,Apartment,19500000,1750.0 sq.ft. | 1466.0 sq.ft. | 1200.0 sq.ft.,16250,2024-11-27
133177,Apartment,24000000,2150.0 sq.ft. | 1797.0 sq.ft. | 1257.0 sq.ft.,11162,2025-02-04
88321,Apartment,21000000,1750.0 sq.ft. | 1312.0 sq.ft.,12000,2025-02-19
133633,Apartment,20200000,1750.0 sq.ft. | 1466.0 sq.ft.,11542,2024-12-16
160487,Apartment,20000000,1750.0 sq.ft. | 1466.0 sq.ft. | 1321.0 sq.ft.,11428,2025-01-23
214802,Apartment,33000000,3150.0 sq.ft. | 2584.0 sq.ft. | 2100.0 sq.ft.,10476,2024-11-26
182733,Apartment,20500000,1750.0 sq.ft. | 1466.0 sq.ft.,11714,2024-11-09
128046,Apartment,21500000,1750.0 sq.ft. | 1466.0 sq.ft.,12285,2025-04-04
186764,Apartment,23000000,2150.0 sq.ft. | 2000.0 sq.ft. | 1850.0 sq.ft.,10697,2024-10-23
182015,Apartment,20500000,1750.0 sq.ft. | 1466.0 sq.ft.,11714,2024-11-25
185835,Apartment,23500000,2150.0 sq.ft. | 2045.0 sq.ft. | 1900.0 sq.ft.,10930,2024-11-25
160733,Apartment,36000000,3150.0 sq.ft. | 2584.0 sq.ft. | 1999.0 sq.ft.,11428,2024-12-12
186551,Apartment,29700000,2585.0 sq.ft. | 2100.0 sq.ft.,11489,2024-11-09
144471,Apartment,27500000,2150.0 sq.ft. | 1797.0 sq.ft.,12790,2024-12-12
183249,Apartment,34000000,2585.0 sq.ft.,13152,2024-10-19
186584,Apartment,19000000,1750.0 sq.ft. | 1466.0 sq.ft. | 1168.0 sq.ft.,10857,2024-11-05
186681,Apartment,31500000,2585.0 sq.ft. | 2100.0 sq.ft.,12185,2024-11-14
99290,Apartment,23500000,2150.0 sq.ft. | 1797.0 sq.ft. | 1432.0 sq.ft.,10930,2025-02-14
203043,Apartment,21000000,1750.0 sq.ft. | 1466.0 sq.ft. | 1100.0 sq.ft.,12000,2024-11-21
145861,Apartment,20500000,1750.0 sq.ft.,13142,2025-02-04
135567,Apartment,21400000,1750.0 sq.ft. | 1466.0 sq.ft. | 1344.0 sq.ft.,12228,2025-01-13
214803,Apartment,23000000,2150.0 sq.ft. | 1797.0 sq.ft. | 1564.0 sq.ft.,10697,2024-11-26
188861,Apartment,23000000,1750.0 sq.ft. | 1466.0 sq.ft. | 1450.0 sq.ft.,13142,2025-04-11
180787,Apartment,23500000,2150.0 sq.ft. | 1797.0 sq.ft.,10930,2024-10-11
186715,Apartment,19500000,1750.0 sq.ft. | 1466.0 sq.ft.,11142,2024-10-12
161184,Apartment,24000000,2150.0 sq.ft. | 1797.0 sq.ft.,11162,2025-01-18
84281,Apartment,19900000,1750.0 sq.ft.,11371,2025-02-14
184298,Apartment,30500003,2585.0 sq.ft. | 2100.0 sq.ft.,11798,2024-10-03
137247,Apartment,19700000,1750.0 sq.ft. | 1466.0 sq.ft.,11257,2025-01-13
133729,Apartment,35000000,2585.0 sq.ft. | 2100.0 sq.ft.,13539,2025-05-01
146129,Apartment,21500000,1750.0 sq.ft.,12285,2024-12-20
181069,Apartment,19800003,1750.0 sq.ft. | 1466.0 sq.ft.,11314,2024-10-03
146226,Other,20000000,1750.0 sq.ft. | 1466.0 sq.ft. | 1300.0 sq.ft.,11428,2024-12-20
186009,Apartment,40000000,3150.0 sq.ft. | 2584.0 sq.ft.,12698,2024-11-20
116502,Apartment,24300000,2150.0 sq.ft. | 1797.0 sq.ft.,11302,2025-04-04
92710,Apartment,20500000,1750.0 sq.ft. | 1466.0 sq.ft. | 1300.0 sq.ft.,11714,2025-04-25
181492,Apartment,21000000,1750.0 sq.ft. | 1466.0 sq.ft.,12000,2024-11-19
84539,Apartment,20500000,1750.0 sq.ft. | 1466.0 sq.ft.,11714,2025-04-10
84440,Apartment,20800000,1750.0 sq.ft. | 1600.0 sq.ft. | 1450.0 sq.ft.,11885,2025-02-21
146249,Apartment,42000000,3150.0 sq.ft. | 2250.0 sq.ft.,13333,2025-04-25
214773,Apartment,36000000,3150.0 sq.ft. | 2584.0 sq.ft. | 1999.0 sq.ft.,11428,2024-10-29
95491,Apartment,36100000,3150.0 sq.ft.,11460,2025-02-18
183192,Apartment,24500000,2150.0 sq.ft. | 1797.0 sq.ft.,11395,2024-11-18
68304,Apartment,20100000,1750.0 sq.ft. | 1466.0 sq.ft.,11485,2025-04-04
6197,Apartment,21500000,1750.0 sq.ft. | 1466.0 sq.ft.,12285,2025-05-01
2914,Apartment,23500000,2150.0 sq.ft. | 1797.0 sq.ft.,10930,2025-04-07
95490,Apartment,34500000,3150.0 sq.ft.,10952,2025-02-18
209336,Apartment,26500000,2585.0 sq.ft. | 2100.0 sq.ft. | 1925.0 sq.ft.,10251,2024-10-11
