city,location,year,month,quarter,property_category,rate_sqft
Gurgaon,Sector 54 Gurgaon,2025,Jan,Q1,Apartment,14927.857142857143
Gurgaon,Sector 54 Gurgaon,2025,Mar,Q1,Apartment,19211.333333333332
Gurgaon,Sector 54 Gurgaon,2025,Mar,Q1,Other,15376.0
Gurgaon,Sector 54 Gurgaon,2025,Mar,Q1,Penthouse,25000.0
Gurgaon,Sector 54 Gurgaon,2025,May,Q2,Apartment,25735.5
Gurgaon,Sector 55,2024,Dec,Q4,Apartment,11558.57142857143
Gurgaon,Sector 55,2024,Nov,Q4,Apartment,11178.0
Gurgaon,Sector 55,2024,Nov,Q4,Other,12102.0
Gurgaon,Sector 55,2024,Oct,Q4,Apartment,11173.0
Gurgaon,Sector 55,2024,Oct,Q4,Villa,11818.0
Gurgaon,Sector 55,2025,Apr,Q2,Apartment,11354.25
Gurgaon,Sector 55,2025,Feb,Q1,Apartment,11355.111111111111
Gurgaon,Sector 55,2025,Jan,Q1,Apartment,10537.0
Gurgaon,Sector 55,2025,Mar,Q1,Apartment,11595.833333333334
Gurgaon,Sector 55,2025,Mar,Q1,Other,13157.0
Gurgaon,Sector 55 Gurgaon,2024,Dec,Q4,Apartment,12463.8
Gurgaon,Sector 55 Gurgaon,2024,Dec,Q4,Villa,12800.0
Gurgaon,Sector 55 Gurgaon,2024,Nov,Q4,Apartment,13397.8
Gurgaon,Sector 55 Gurgaon,2024,Oct,Q4,Apartment,12994.8
Gurgaon,Sector 55 Gurgaon,2025,Apr,Q2,Apartment,12027.4
Gurgaon,Sector 55 Gurgaon,2025,Feb,Q1,Apartment,13647.0
Gurgaon,Sector 55 Gurgaon,2025,Feb,Q1,Villa,12518.5
Gurgaon,Sector 55 Gurgaon,2025,Jan,Q1,Apartment,12404.333333333334
Gurgaon,Sector 55 Gurgaon,2025,Mar,Q1,Apartment,11119.0
Gurgaon,Sector 56,2024,Aug,Q3,Other,11866.0
Gurgaon,Sector 56,2024,Dec,Q4,Apartment,12700.133333333333
Gurgaon,Sector 56,2024,Dec,Q4,Other,10413.0
Gurgaon,Sector 56,2024,Dec,Q4,Villa,11243.0
Gurgaon,Sector 56,2024,Jun,Q2,Apartment,12416.0
Gurgaon,Sector 56,2024,Nov,Q4,Apartment,12942.1875
Gurgaon,Sector 56,2024,Nov,Q4,Other,12901.375
Gurgaon,Sector 56,2024,Nov,Q4,Plot,11737.333333333334
Gurgaon,Sector 56,2024,Nov,Q4,Villa,11635.5
Gurgaon,Sector 56,2024,Oct,Q4,Apartment,14994.0
Gurgaon,Sector 56,2024,Oct,Q4,Other,12449.25
Gurgaon,Sector 56,2024,Oct,Q4,Villa,12622.0
Gurgaon,Sector 56,2024,Sep,Q3,Apartment,11538.0
Gurgaon,Sector 56,2024,Sep,Q3,Other,16465.0
Gurgaon,Sector 56,2024,Sep,Q3,Studio,12522.0
Gurgaon,Sector 56,2025,Apr,Q2,Apartment,13751.555555555555
Gurgaon,Sector 56,2025,Apr,Q2,Other,15239.545454545454
Gurgaon,Sector 56,2025,Apr,Q2,Villa,12054.0
Gurgaon,Sector 56,2025,Feb,Q1,Apartment,13172.193548387097
Gurgaon,Sector 56,2025,Feb,Q1,Other,15395.4
Gurgaon,Sector 56,2025,Feb,Q1,Villa,10939.0
Gurgaon,Sector 56,2025,Jan,Q1,Apartment,12506.452054794521
Gurgaon,Sector 56,2025,Jan,Q1,Other,11996.75
Gurgaon,Sector 56,2025,Jan,Q1,Villa,13596.4
Gurgaon,Sector 56,2025,Mar,Q1,Apartment,12547.638888888889
Gurgaon,Sector 56,2025,Mar,Q1,Other,11956.666666666666
Gurgaon,Sector 56,2025,Mar,Q1,Villa,13550.0
Gurgaon,Sector 56,2025,May,Q2,Apartment,12865.2
Gurgaon,Sector 56,2025,May,Q2,Other,13157.0
Gurgaon,Sector 56,2025,May,Q2,Villa,12362.0
Gurgaon,Sector 56 Gurgaon,2024,Dec,Q4,Apartment,12443.21052631579
Gurgaon,Sector 56 Gurgaon,2024,Dec,Q4,Other,16785.0
Gurgaon,Sector 56 Gurgaon,2024,Nov,Q4,Apartment,11323.48275862069
Gurgaon,Sector 56 Gurgaon,2024,Nov,Q4,Other,12252.5
Gurgaon,Sector 56 Gurgaon,2024,Nov,Q4,Villa,11750.0
Gurgaon,Sector 56 Gurgaon,2024,Oct,Q4,Apartment,11843.157894736842
Gurgaon,Sector 56 Gurgaon,2024,Oct,Q4,Other,17952.0
Gurgaon,Sector 56 Gurgaon,2024,Sep,Q3,Apartment,11722.857142857143
Gurgaon,Sector 56 Gurgaon,2024,Sep,Q3,Villa,10526.0
Gurgaon,Sector 56 Gurgaon,2025,Apr,Q2,Apartment,13090.551724137931
Gurgaon,Sector 56 Gurgaon,2025,Apr,Q2,Other,13443.0
Gurgaon,Sector 56 Gurgaon,2025,Apr,Q2,Villa,12606.666666666666
Gurgaon,Sector 56 Gurgaon,2025,Feb,Q1,Apartment,12923.257142857143
Gurgaon,Sector 56 Gurgaon,2025,Feb,Q1,Other,10061.166666666666
Gurgaon,Sector 56 Gurgaon,2025,Feb,Q1,Villa,11409.5
Gurgaon,Sector 56 Gurgaon,2025,Jan,Q1,Apartment,11799.75
Gurgaon,Sector 56 Gurgaon,2025,Jan,Q1,Other,10994.333333333334
Gurgaon,Sector 56 Gurgaon,2025,Jan,Q1,Villa,11719.666666666666
Gurgaon,Sector 56 Gurgaon,2025,Mar,Q1,Apartment,11966.388888888889
Gurgaon,Sector 56 Gurgaon,2025,Mar,Q1,Other,16546.666666666668
Gurgaon,Sector 56 Gurgaon,2025,May,Q2,Apartment,13142.0
Gurgaon,Sector 57,2024,Aug,Q3,Apartment,15461.0
Gurgaon,Sector 57,2024,Dec,Q4,Apartment,13613.625
Gurgaon,Sector 57,2024,Dec,Q4,Other,14524.75
Gurgaon,Sector 57,2024,Nov,Q4,Apartment,12925.588235294117
Gurgaon,Sector 57,2024,Nov,Q4,Other,13453.5
Gurgaon,Sector 57,2024,Oct,Q4,Apartment,13385.964285714286
Gurgaon,Sector 57,2024,Oct,Q4,Other,14209.5
Gurgaon,Sector 57,2024,Sep,Q3,Apartment,14247.5
Gurgaon,Sector 57,2025,Apr,Q2,Apartment,15038.8125
Gurgaon,Sector 57,2025,Apr,Q2,Other,14435.0
Gurgaon,Sector 57,2025,Feb,Q1,Apartment,14641.592592592593
Gurgaon,Sector 57,2025,Feb,Q1,Other,13068.5
Gurgaon,Sector 57,2025,Jan,Q1,Apartment,13934.541666666666
Gurgaon,Sector 57,2025,Jan,Q1,Other,13670.666666666666
Gurgaon,Sector 57,2025,Mar,Q1,Apartment,14436.0
Gurgaon,Sector 57,2025,Mar,Q1,Other,14827.0
Gurgaon,Sector 57,2025,May,Q2,Apartment,13390.333333333334
Gurgaon,Sector 57 Gurgaon,2024,Dec,Q4,Apartment,15611.0
Gurgaon,Sector 57 Gurgaon,2024,Nov,Q4,Apartment,16009.0
Gurgaon,Sector 57 Gurgaon,2024,Nov,Q4,Other,11000.0
Gurgaon,Sector 57 Gurgaon,2024,Nov,Q4,Plot,17843.0
Gurgaon,Sector 57 Gurgaon,2024,Oct,Q4,Apartment,15735.0
Gurgaon,Sector 57 Gurgaon,2024,Oct,Q4,Other,18627.0
Gurgaon,Sector 57 Gurgaon,2025,Apr,Q2,Apartment,16402.0
Gurgaon,Sector 57 Gurgaon,2025,Apr,Q2,Villa,18039.0
Gurgaon,Sector 57 Gurgaon,2025,Feb,Q1,Apartment,16348.111111111111
Gurgaon,Sector 57 Gurgaon,2025,Feb,Q1,Other,16758.5
Gurgaon,Sector 57 Gurgaon,2025,Jan,Q1,Apartment,16209.818181818182
Gurgaon,Sector 57 Gurgaon,2025,Jan,Q1,Other,17285.0
Gurgaon,Sector 57 Gurgaon,2025,Mar,Q1,Apartment,16153.363636363636
Gurgaon,Sector 57 Gurgaon,2025,Mar,Q1,Other,17843.0
Gurgaon,Sector 57 Gurgaon,2025,Mar,Q1,Villa,11627.0
Gurgaon,Sector 57 Gurgaon,2025,May,Q2,Apartment,15679.75
Gurgaon,Sector 58,2024,Aug,Q3,Apartment,24516.0
Gurgaon,Sector 58,2024,Dec,Q4,Apartment,22485.3
Gurgaon,Sector 58,2024,Dec,Q4,Other,24941.0
Gurgaon,Sector 58,2024,Nov,Q4,Apartment,22591.52380952381
Gurgaon,Sector 58,2024,Nov,Q4,Other,22181.0
Gurgaon,Sector 58,2024,Oct,Q4,Apartment,22969.521739130436
Gurgaon,Sector 58,2024,Oct,Q4,Other,24634.666666666668
Gurgaon,Sector 58,2024,Oct,Q4,Villa,21837.0
Gurgaon,Sector 58,2024,Sep,Q3,Apartment,20404.0
Gurgaon,Sector 58,2024,Sep,Q3,Penthouse,21599.0
Gurgaon,Sector 58,2025,Apr,Q2,Apartment,25084.962962962964
Gurgaon,Sector 58,2025,Apr,Q2,Other,26187.0
Gurgaon,Sector 58,2025,Feb,Q1,Apartment,22229.055555555555
Gurgaon,Sector 58,2025,Feb,Q1,Other,23128.0
Gurgaon,Sector 58,2025,Feb,Q1,Villa,23485.0
Gurgaon,Sector 58,2025,Jan,Q1,Apartment,22899.1875
Gurgaon,Sector 58,2025,Jan,Q1,Other,23725.333333333332
Gurgaon,Sector 58,2025,Jan,Q1,Villa,23105.0
Gurgaon,Sector 58,2025,Mar,Q1,Apartment,24719.833333333332
Gurgaon,Sector 58,2025,Mar,Q1,Other,24741.833333333332
Gurgaon,Sector 58,2025,May,Q2,Apartment,23370.0
Gurgaon,Sector 58,2025,May,Q2,Other,21316.0
Gurgaon,Sector 59,2024,Dec,Q4,Apartment,20501.323529411766
Gurgaon,Sector 59,2024,Dec,Q4,Other,20787.2
Gurgaon,Sector 59,2024,Dec,Q4,Penthouse,21250.0
Gurgaon,Sector 59,2024,Dec,Q4,Plot,17941.0
Gurgaon,Sector 59,2024,Nov,Q4,Apartment,20611.549019607843
Gurgaon,Sector 59,2024,Nov,Q4,Other,21389.045454545456
Gurgaon,Sector 59,2024,Nov,Q4,Penthouse,23437.333333333332
Gurgaon,Sector 59,2024,Oct,Q4,Apartment,20839.69230769231
Gurgaon,Sector 59,2024,Oct,Q4,Other,20870.5
Gurgaon,Sector 59,2024,Sep,Q3,Apartment,21649.333333333332
Gurgaon,Sector 59,2025,Apr,Q2,Apartment,22386.8
Gurgaon,Sector 59,2025,Apr,Q2,Other,21669.071428571428
Gurgaon,Sector 59,2025,Apr,Q2,Penthouse,24109.88888888889
Gurgaon,Sector 59,2025,Feb,Q1,Apartment,20455.602941176472
Gurgaon,Sector 59,2025,Feb,Q1,Other,23385.375
Gurgaon,Sector 59,2025,Feb,Q1,Villa,14285.0
Gurgaon,Sector 59,2025,Jan,Q1,Apartment,19906.077922077922
Gurgaon,Sector 59,2025,Jan,Q1,Other,22363.266666666666
Gurgaon,Sector 59,2025,Jan,Q1,Penthouse,22000.0
Gurgaon,Sector 59,2025,Mar,Q1,Apartment,20758.833333333332
Gurgaon,Sector 59,2025,Mar,Q1,Other,20050.75
Gurgaon,Sector 59,2025,Mar,Q1,Penthouse,22999.6
Gurgaon,Sector 59,2025,May,Q2,Apartment,20785.38888888889
Gurgaon,Sector 59,2025,May,Q2,Other,18673.0
Gurgaon,Sector 59,2025,May,Q2,Penthouse,27586.0
Gurgaon,Sector 59 Gurgaon,2024,Aug,Q3,Apartment,24441.0
Gurgaon,Sector 59 Gurgaon,2024,Dec,Q4,Apartment,23276.782608695652
Gurgaon,Sector 59 Gurgaon,2024,Dec,Q4,Other,23520.8
Gurgaon,Sector 59 Gurgaon,2024,Jul,Q3,Other,16428.0
Gurgaon,Sector 59 Gurgaon,2024,Nov,Q4,Apartment,23868.108695652172
Gurgaon,Sector 59 Gurgaon,2024,Nov,Q4,Other,23092.64
Gurgaon,Sector 59 Gurgaon,2024,Nov,Q4,Plot,28639.0
Gurgaon,Sector 59 Gurgaon,2024,Oct,Q4,Apartment,23126.55238095238
Gurgaon,Sector 59 Gurgaon,2024,Oct,Q4,Other,21377.684210526317
Gurgaon,Sector 59 Gurgaon,2024,Oct,Q4,Plot,26974.0
Gurgaon,Sector 59 Gurgaon,2024,Sep,Q3,Apartment,24368.571428571428
Gurgaon,Sector 59 Gurgaon,2024,Sep,Q3,Other,23482.5
Gurgaon,Sector 59 Gurgaon,2025,Apr,Q2,Apartment,23791.147058823528
Gurgaon,Sector 59 Gurgaon,2025,Apr,Q2,Other,24433.529411764706
Gurgaon,Sector 59 Gurgaon,2025,Feb,Q1,Apartment,23320.560975609755
Gurgaon,Sector 59 Gurgaon,2025,Feb,Q1,Other,22538.70588235294
Gurgaon,Sector 59 Gurgaon,2025,Jan,Q1,Apartment,23619.522222222222
Gurgaon,Sector 59 Gurgaon,2025,Jan,Q1,Other,23470.846153846152
Gurgaon,Sector 59 Gurgaon,2025,Mar,Q1,Apartment,23647.984848484848
Gurgaon,Sector 59 Gurgaon,2025,Mar,Q1,Other,23534.647058823528
Gurgaon,Sector 59 Gurgaon,2025,May,Q2,Apartment,23944.466666666667
Gurgaon,Sector 59 Gurgaon,2025,May,Q2,Other,24318.2
Gurgaon,Sector 6 Gurgaon,2025,Apr,Q2,Apartment,8008.0
Gurgaon,Sector 6 Imt Manesar,2025,Jan,Q1,Apartment,3590.0
Gurgaon,"Sector 6, Sohna",2024,Dec,Q4,Apartment,7949.0
Gurgaon,Sector 60,2024,Aug,Q3,Apartment,19213.5
Gurgaon,Sector 60,2024,Dec,Q4,Apartment,19991.81818181818
Gurgaon,Sector 60,2024,Dec,Q4,Other,21980.0
Gurgaon,Sector 60,2024,Nov,Q4,Apartment,19992.985915492958
Gurgaon,Sector 60,2024,Nov,Q4,Other,19669.4
Gurgaon,Sector 60,2024,Nov,Q4,Plot,19295.0
Gurgaon,Sector 60,2024,Oct,Q4,Apartment,19776.428571428572
Gurgaon,Sector 60,2024,Oct,Q4,Other,20114.64285714286
Gurgaon,Sector 60,2024,Oct,Q4,Plot,19267.0
Gurgaon,Sector 60,2024,Sep,Q3,Apartment,20113.8
Gurgaon,Sector 60,2025,Apr,Q2,Apartment,19328.940298507463
Gurgaon,Sector 60,2025,Apr,Q2,Other,20630.0
Gurgaon,Sector 60,2025,Apr,Q2,Villa,20163.5
Gurgaon,Sector 60,2025,Feb,Q1,Apartment,19982.63529411765
Gurgaon,Sector 60,2025,Feb,Q1,Other,18556.5
Gurgaon,Sector 60,2025,Feb,Q1,Penthouse,21875.0
Gurgaon,Sector 60,2025,Feb,Q1,Studio,20882.666666666668
Gurgaon,Sector 60,2025,Feb,Q1,Villa,21166.25
Gurgaon,Sector 60,2025,Jan,Q1,Apartment,19784.58620689655
Gurgaon,Sector 60,2025,Jan,Q1,Other,21352.571428571428
Gurgaon,Sector 60,2025,Mar,Q1,Apartment,20585.653846153848
Gurgaon,Sector 60,2025,Mar,Q1,Other,19412.0
Gurgaon,Sector 60,2025,May,Q2,Apartment,19861.18181818182
Gurgaon,Sector 60,2025,May,Q2,Other,21428.0
Gurgaon,Sector 60,2025,May,Q2,Villa,18386.0
Gurgaon,Sector 61,2024,Aug,Q3,Other,15971.8
Gurgaon,Sector 61,2024,Dec,Q4,Apartment,16666.92105263158
Gurgaon,Sector 61,2024,Dec,Q4,Other,17637.571428571428
Gurgaon,Sector 61,2024,Jun,Q2,Other,17500.0
Gurgaon,Sector 61,2024,Nov,Q4,Apartment,16963.683544303796
Gurgaon,Sector 61,2024,Nov,Q4,Other,16521.61111111111
Gurgaon,Sector 61,2024,Nov,Q4,Plot,16000.0
Gurgaon,Sector 61,2024,Nov,Q4,Studio,18329.0
Gurgaon,Sector 61,2024,Oct,Q4,Apartment,16800.147727272728
Gurgaon,Sector 61,2024,Oct,Q4,Other,17462.4
Gurgaon,Sector 61,2024,Oct,Q4,Plot,23966.0
Gurgaon,Sector 61,2024,Sep,Q3,Apartment,15419.1
Gurgaon,Sector 61,2024,Sep,Q3,Other,17882.0
Gurgaon,Sector 61,2025,Apr,Q2,Apartment,17729.144827586206
Gurgaon,Sector 61,2025,Apr,Q2,Other,17900.18181818182
Gurgaon,Sector 61,2025,Apr,Q2,Plot,17964.0
Gurgaon,Sector 61,2025,Feb,Q1,Apartment,17013.245283018867
Gurgaon,Sector 61,2025,Feb,Q1,Other,17743.714285714286
Gurgaon,Sector 61,2025,Jan,Q1,Apartment,17832.05376344086
Gurgaon,Sector 61,2025,Jan,Q1,Other,17236.809523809523
Gurgaon,Sector 61,2025,Jan,Q1,Plot,16708.0
Gurgaon,Sector 61,2025,Jan,Q1,Studio,20366.0
Gurgaon,Sector 61,2025,Mar,Q1,Apartment,17250.57471264368
Gurgaon,Sector 61,2025,Mar,Q1,Other,17119.0
Gurgaon,Sector 61,2025,May,Q2,Apartment,17683.95238095238
Gurgaon,Sector 61,2025,May,Q2,Other,17182.0
Gurgaon,Sector 61 Gurgaon,2024,Dec,Q4,Apartment,16204.0
Gurgaon,Sector 61 Gurgaon,2024,Oct,Q4,Apartment,20444.0
Gurgaon,Sector 61 Gurgaon,2025,Feb,Q1,Apartment,15277.0
Gurgaon,Sector 61 Gurgaon,2025,Mar,Q1,Other,10539.0
Gurgaon,Sector 61 Gurgaon,2025,May,Q2,Apartment,20818.0
Gurgaon,Sector 61 Gurgaon,2025,May,Q2,Other,21090.0
Gurgaon,Sector 62,2024,Aug,Q3,Other,21200.0
Gurgaon,Sector 62,2024,Dec,Q4,Apartment,20114.16129032258
Gurgaon,Sector 62,2024,Dec,Q4,Other,20845.4
Gurgaon,Sector 62,2024,Nov,Q4,Apartment,19808.709677419356
Gurgaon,Sector 62,2024,Nov,Q4,Other,18303.35714285714
Gurgaon,Sector 62,2024,Nov,Q4,Penthouse,18818.333333333332
Gurgaon,Sector 62,2024,Nov,Q4,Plot,19259.0
Gurgaon,Sector 62,2024,Nov,Q4,Villa,17334.0
Gurgaon,Sector 62,2024,Oct,Q4,Apartment,18894.352272727272
Gurgaon,Sector 62,2024,Oct,Q4,Other,18619.18181818182
Gurgaon,Sector 62,2024,Oct,Q4,Studio,25699.0
Gurgaon,Sector 62,2024,Sep,Q3,Apartment,21779.4
Gurgaon,Sector 62,2024,Sep,Q3,Other,19058.5
Gurgaon,Sector 62,2025,Apr,Q2,Apartment,18949.31395348837
Gurgaon,Sector 62,2025,Apr,Q2,Other,19728.6
Gurgaon,Sector 62,2025,Feb,Q1,Apartment,19477.03846153846
Gurgaon,Sector 62,2025,Feb,Q1,Other,17924.29411764706
Gurgaon,Sector 62,2025,Feb,Q1,Penthouse,23413.0
Gurgaon,Sector 62,2025,Jan,Q1,Apartment,21503.352941176472
Gurgaon,Sector 62,2025,Jan,Q1,Other,19768.21052631579
Gurgaon,Sector 62,2025,Jan,Q1,Penthouse,19159.0
Gurgaon,Sector 62,2025,Mar,Q1,Apartment,19287.02857142857
Gurgaon,Sector 62,2025,Mar,Q1,Other,17174.842105263157
Gurgaon,Sector 62,2025,Mar,Q1,Penthouse,18137.0
Gurgaon,Sector 62,2025,May,Q2,Apartment,17447.428571428572
Gurgaon,Sector 62,2025,May,Q2,Other,20217.333333333332
Gurgaon,Sector 62 Gurgaon,2024,Dec,Q4,Apartment,23151.85714285714
Gurgaon,Sector 62 Gurgaon,2024,Dec,Q4,Other,21818.0
Gurgaon,Sector 62 Gurgaon,2024,May,Q2,Apartment,14084.0
Gurgaon,Sector 62 Gurgaon,2024,Nov,Q4,Apartment,22217.352941176472
Gurgaon,Sector 62 Gurgaon,2024,Nov,Q4,Other,22105.833333333332
Gurgaon,Sector 62 Gurgaon,2024,Oct,Q4,Apartment,21697.619047619046
Gurgaon,Sector 62 Gurgaon,2024,Oct,Q4,Other,21833.166666666668
Gurgaon,Sector 62 Gurgaon,2024,Oct,Q4,Penthouse,21212.0
Gurgaon,Sector 62 Gurgaon,2024,Sep,Q3,Apartment,20350.0
Gurgaon,Sector 62 Gurgaon,2025,Apr,Q2,Apartment,23540.466666666667
Gurgaon,Sector 62 Gurgaon,2025,Apr,Q2,Other,21412.666666666668
Gurgaon,Sector 62 Gurgaon,2025,Feb,Q1,Apartment,21503.833333333332
Gurgaon,Sector 62 Gurgaon,2025,Feb,Q1,Other,20884.5
Gurgaon,Sector 62 Gurgaon,2025,Jan,Q1,Apartment,22611.157894736843
Gurgaon,Sector 62 Gurgaon,2025,Jan,Q1,Other,15736.333333333334
Gurgaon,Sector 62 Gurgaon,2025,Mar,Q1,Apartment,21332.777777777777
Gurgaon,Sector 62 Gurgaon,2025,Mar,Q1,Other,25819.0
Gurgaon,Sector 62 Gurgaon,2025,May,Q2,Apartment,21770.5
Gurgaon,Sector 62 Gurgaon,2025,May,Q2,Other,22727.0
Gurgaon,Sector 63,2024,Dec,Q4,Apartment,22251.117647058825
Gurgaon,Sector 63,2024,Dec,Q4,Other,22961.4
Gurgaon,Sector 63,2024,Nov,Q4,Apartment,21177.866666666665
Gurgaon,Sector 63,2024,Nov,Q4,Other,19701.0625
Gurgaon,Sector 63,2024,Nov,Q4,Studio,19905.0
Gurgaon,Sector 63,2024,Nov,Q4,Villa,11976.0
Gurgaon,Sector 63,2024,Oct,Q4,Apartment,20900.8
Gurgaon,Sector 63,2024,Oct,Q4,Other,21459.666666666668
Gurgaon,Sector 63,2024,Oct,Q4,Studio,21518.0
Gurgaon,Sector 63,2024,Oct,Q4,Villa,16715.0
Gurgaon,Sector 63,2024,Sep,Q3,Apartment,20253.0
Gurgaon,Sector 63,2024,Sep,Q3,Other,20338.5
Gurgaon,Sector 63,2024,Sep,Q3,Studio,19898.0
Gurgaon,Sector 63,2025,Apr,Q2,Apartment,20805.657142857144
Gurgaon,Sector 63,2025,Apr,Q2,Other,22309.11111111111
Gurgaon,Sector 63,2025,Feb,Q1,Apartment,21771.53846153846
Gurgaon,Sector 63,2025,Feb,Q1,Other,21984.727272727272
Gurgaon,Sector 63,2025,Feb,Q1,Penthouse,10632.0
Gurgaon,Sector 63,2025,Feb,Q1,Studio,21518.0
Gurgaon,Sector 63,2025,Jan,Q1,Apartment,22160.9375
Gurgaon,Sector 63,2025,Jan,Q1,Other,22096.5
Gurgaon,Sector 63,2025,Jan,Q1,Studio,17472.0
Gurgaon,Sector 63,2025,Jan,Q1,Villa,22042.0
Gurgaon,Sector 63,2025,Mar,Q1,Apartment,22088.0
Gurgaon,Sector 63,2025,Mar,Q1,Other,22825.5
Gurgaon,Sector 63,2025,May,Q2,Apartment,23020.666666666668
Gurgaon,Sector 63 Gurgaon,2024,Nov,Q4,Apartment,18968.0
Gurgaon,Sector 63 Gurgaon,2025,Apr,Q2,Apartment,22784.0
Gurgaon,Sector 63 Gurgaon,2025,Jan,Q1,Apartment,21518.0
Gurgaon,Sector 63 Gurgaon,2025,Mar,Q1,Apartment,20759.0
Gurgaon,Sector 63 Gurgaon,2025,Mar,Q1,Villa,9094.0
Gurgaon,Sector 63A,2024,Aug,Q3,Other,22737.5
Gurgaon,Sector 63A,2024,Aug,Q3,Plot,20307.0
Gurgaon,Sector 63A,2024,Dec,Q4,Apartment,18088.85714285714
Gurgaon,Sector 63A,2024,Dec,Q4,Other,14763.5
Gurgaon,Sector 63A,2024,Nov,Q4,Apartment,16357.636363636364
Gurgaon,Sector 63A,2024,Nov,Q4,Other,13243.5
Gurgaon,Sector 63A,2024,Nov,Q4,Plot,17847.166666666668
Gurgaon,Sector 63A,2024,Nov,Q4,Villa,16439.0
Gurgaon,Sector 63A,2024,Oct,Q4,Apartment,17790.21875
Gurgaon,Sector 63A,2024,Oct,Q4,Other,17470.625
Gurgaon,Sector 63A,2024,Oct,Q4,Penthouse,20000.0
Gurgaon,Sector 63A,2024,Sep,Q3,Apartment,21554.0
Gurgaon,Sector 63A,2024,Sep,Q3,Other,15600.0
Gurgaon,Sector 63A,2025,Apr,Q2,Apartment,17406.460317460318
Gurgaon,Sector 63A,2025,Apr,Q2,Other,15496.111111111111
Gurgaon,Sector 63A,2025,Feb,Q1,Apartment,18151.615384615383
Gurgaon,Sector 63A,2025,Feb,Q1,Other,19540.090909090908
Gurgaon,Sector 63A,2025,Feb,Q1,Plot,18913.333333333332
Gurgaon,Sector 63A,2025,Jan,Q1,Apartment,18274.85714285714
Gurgaon,Sector 63A,2025,Jan,Q1,Other,18877.055555555555
Gurgaon,Sector 63A,2025,Jan,Q1,Penthouse,20000.0
Gurgaon,Sector 63A,2025,Jan,Q1,Plot,21438.0
Gurgaon,Sector 63A,2025,Mar,Q1,Apartment,16200.807692307691
Gurgaon,Sector 63A,2025,Mar,Q1,Other,19239.5
Gurgaon,Sector 63A,2025,Mar,Q1,Penthouse,26190.0
Gurgaon,Sector 63A,2025,Mar,Q1,Plot,14823.0
Gurgaon,Sector 63A,2025,May,Q2,Apartment,16776.25
Gurgaon,Sector 63A,2025,May,Q2,Other,14863.0
Gurgaon,Sector 63A Gurgaon,2024,Aug,Q3,Other,14705.0
Gurgaon,Sector 63A Gurgaon,2024,Dec,Q4,Apartment,20367.5
Gurgaon,Sector 63A Gurgaon,2024,Dec,Q4,Other,4629.0
Gurgaon,Sector 63A Gurgaon,2024,Nov,Q4,Apartment,17996.0
Gurgaon,Sector 63A Gurgaon,2024,Oct,Q4,Apartment,18226.5
Gurgaon,Sector 63A Gurgaon,2024,Oct,Q4,Other,20000.0
Gurgaon,Sector 63A Gurgaon,2024,Oct,Q4,Plot,14666.0
Gurgaon,Sector 63A Gurgaon,2025,Apr,Q2,Apartment,21178.75
Gurgaon,Sector 63A Gurgaon,2025,Apr,Q2,Other,13970.0
Gurgaon,Sector 63A Gurgaon,2025,Feb,Q1,Apartment,23000.0
Gurgaon,Sector 63A Gurgaon,2025,Feb,Q1,Other,20769.0
Gurgaon,Sector 63A Gurgaon,2025,Jan,Q1,Apartment,21936.5
Gurgaon,Sector 63A Gurgaon,2025,Jan,Q1,Other,14705.0
Gurgaon,Sector 63A Gurgaon,2025,Mar,Q1,Apartment,20621.11111111111
Gurgaon,Sector 63A Gurgaon,2025,Mar,Q1,Other,19732.0
Gurgaon,Sector 64 Gurgaon,2025,Apr,Q2,Apartment,6666.0
Gurgaon,Sector 65,2024,Aug,Q3,Apartment,19693.0
Gurgaon,Sector 65,2024,Aug,Q3,Other,18095.0
Gurgaon,Sector 65,2024,Dec,Q4,Apartment,19348.214285714286
Gurgaon,Sector 65,2024,Dec,Q4,Other,20405.846153846152
Gurgaon,Sector 65,2024,Dec,Q4,Penthouse,19019.0
Gurgaon,Sector 65,2024,Dec,Q4,Villa,19146.0
Gurgaon,Sector 65,2024,May,Q2,Other,23823.0
Gurgaon,Sector 65,2024,Nov,Q4,Apartment,18955.6336996337
Gurgaon,Sector 65,2024,Nov,Q4,Other,19224.51282051282
Gurgaon,Sector 65,2024,Nov,Q4,Plot,15597.0
Gurgaon,Sector 65,2024,Nov,Q4,Villa,18076.666666666668
Gurgaon,Sector 65,2024,Oct,Q4,Apartment,19496.685990338163
Gurgaon,Sector 65,2024,Oct,Q4,Other,20093.76923076923
Gurgaon,Sector 65,2024,Oct,Q4,Penthouse,19000.0
Gurgaon,Sector 65,2024,Oct,Q4,Plot,17156.0
Gurgaon,Sector 65,2024,Sep,Q3,Apartment,19684.619047619046
Gurgaon,Sector 65,2024,Sep,Q3,Other,19296.0
Gurgaon,Sector 65,2025,Apr,Q2,Apartment,19317.25925925926
Gurgaon,Sector 65,2025,Apr,Q2,Other,19586.135135135137
Gurgaon,Sector 65,2025,Apr,Q2,Penthouse,24967.0
Gurgaon,Sector 65,2025,Apr,Q2,Plot,18000.0
Gurgaon,Sector 65,2025,Apr,Q2,Villa,20111.75
Gurgaon,Sector 65,2025,Feb,Q1,Apartment,19167.896
Gurgaon,Sector 65,2025,Feb,Q1,Other,19072.29268292683
Gurgaon,Sector 65,2025,Feb,Q1,Penthouse,19000.0
